('British Airways', '2019-02-24T16:17', '2019-02-25T17:20', '1503', '4184', '200', 'BA 1425', 'E-170', '477', '14', '15'), 
('Finnair', '2019-11-03T22:30', '2019-11-04T01:29', '179', '3382', '200', 'FA 1799', 'Boeing 737', '435', '21', '25'), 
('SAS', '2019-04-22T10:01', '2019-04-22T18:10', '489', '7678', '300', 'SA 314', 'A320', '490', '29', '13'), 
('Air Canada', '2019-04-19T02:44', '2019-04-20T00:50', '1326', '8670', '200', 'AC 1343', 'A220', '301', '10', '5'), 
('Frontier Airlines', '2018-04-17T21:33', '2018-04-18T08:04', '631', '6253', '500', 'F9 113', 'Boeing 737', '498', '28', '20'), 
('JetBlue Airways', '2018-08-05T12:52', '2018-08-05T22:47', '595', '2471', '300', 'B6 254', 'Millennium Falcon', '173', '19', '11'), 
('Air Canada', '2018-07-09T06:09', '2018-07-10T22:20', '2411', '2991', '500', 'AC 671', 'Millennium Falcon', '360', '15', '28'), 
('Lufthansa', '2019-04-09T04:17', '2019-04-10T02:50', '1353', '2308', '500', 'LH 451', 'A330', '219', '25', '15'), 
('Frontier Airlines', '2018-04-07T07:25', '2018-04-08T07:38', '1453', '3835', '300', 'F9 1291', 'CRJ705', '523', '20', '27'), 
('Lufthansa', '2018-11-26T17:30', '2018-11-27T19:05', '1535', '5846', '300', 'LH 1817', 'Boeing 777', '182', '11', '5'), 
('Alaska Airlines', '2019-11-01T01:36', '2019-11-01T17:51', '975', '6936', '500', 'AS 1175', 'A330', '186', '17', '13'), 
('American Airlines', '2019-01-05T02:43', '2019-01-06T20:27', '2504', '8693', '200', 'AA 1017', 'CRJ700', '160', '10', '18'), 
('Air Canada', '2018-07-02T18:24', '2018-07-03T17:20', '1376', '9654', '1000', 'AC 256', 'A319', '197', '15', '3'), 
('WOW Air', '2019-06-11T22:55', '2019-06-11T23:42', '47', '1991', '300', 'WA 1197', 'E-175', '538', '10', '20'), 
('Air Canada', '2019-03-28T11:34', '2019-03-28T14:34', '180', '6719', '200', 'AC 788', 'Boeing 737', '481', '26', '19'), 
('SAS', '2018-05-15T00:57', '2018-05-15T10:01', '544', '8358', '200', 'SA 1719', 'Millennium Falcon', '103', '21', '17'), 
('Delta Air Lines', '2018-10-08T21:27', '2018-10-09T09:24', '717', '732', '1000', 'DL 1442', 'Millennium Falcon', '187', '22', '19'), 
('SAS', '2018-11-01T16:07', '2018-11-01T19:32', '205', '2729', '200', 'SA 1776', 'A300', '526', '22', '25'), 
('Air Canada', '2018-06-04T07:35', '2018-06-05T19:48', '2173', '3574', '500', 'AC 295', 'A310', '253', '9', '21'), 
('Delta Air Lines', '2019-03-10T12:42', '2019-03-10T16:05', '203', '7105', '300', 'DL 1946', 'A220', '284', '8', '5'), 
('Air Canada', '2019-04-10T02:02', '2019-04-11T01:42', '1420', '9820', '500', 'AC 316', 'Boeing 777', '432', '5', '3'), 
('Lufthansa', '2018-08-07T20:43', '2018-08-07T23:05', '142', '8430', '300', 'LH 488', 'CRJ900', '225', '9', '4'), 
('Frontier Airlines', '2018-11-20T13:11', '2018-11-20T15:17', '126', '7712', '300', 'F9 943', 'E-195', '449', '5', '21'), 
('Air Canada', '2019-12-21T02:06', '2019-12-21T15:48', '822', '5354', '300', 'AC 1598', 'A318', '589', '4', '21'), 
('Delta Air Lines', '2018-04-20T15:17', '2018-04-20T17:13', '116', '1071', '500', 'DL 623', 'A321', '300', '28', '13'), 
('Norwegian', '2019-03-09T11:43', '2019-03-09T14:49', '186', '9868', '500', 'NW 392', 'CRJ1000', '325', '26', '18'), 
('Lufthansa', '2018-11-25T04:58', '2018-11-25T15:40', '642', '6128', '300', 'LH 811', 'A350', '518', '19', '25'), 
('SAS', '2019-08-24T15:28', '2019-08-25T04:15', '767', '2333', '300', 'SA 1880', 'A340', '261', '1', '23'), 
('SAS', '2018-02-29T02:50', '2018-02-30T08:02', '1752', '5793', '300', 'SA 169', 'A220', '481', '9', '23'), 
('Lufthansa', '2018-07-18T14:30', '2018-07-18T17:54', '204', '9955', '300', 'LH 1958', 'A380', '217', '28', '5'), 
('American Airlines', '2019-02-21T17:21', '2019-02-22T11:17', '1076', '8591', '300', 'AA 302', 'Boeing 767', '497', '21', '20'), 
('SAS', '2019-04-21T16:33', '2019-04-21T21:37', '304', '6508', '500', 'SA 832', 'CRJ700', '475', '14', '9'), 
('JetBlue Airways', '2018-05-26T11:41', '2018-05-27T01:39', '838', '2451', '500', 'B6 1270', 'A330', '75', '15', '23'), 
('Alaska Airlines', '2019-10-24T11:01', '2019-10-24T14:25', '204', '698', '300', 'AS 1209', 'CRJ1000', '62', '13', '15'), 
('Air Canada', '2019-08-14T04:41', '2019-08-15T11:20', '1839', '835', '300', 'AC 1344', 'A310', '390', '1', '25'), 
('Norwegian', '2019-05-21T20:39', '2019-05-22T03:54', '435', '8412', '200', 'NW 1818', 'CRJ700', '132', '28', '2'), 
('Frontier Airlines', '2019-08-14T10:07', '2019-08-14T16:24', '377', '9033', '1000', 'F9 1414', 'Boeing 747', '372', '19', '14'), 
('Lufthansa', '2019-06-27T10:05', '2019-06-28T16:44', '1839', '805', '300', 'LH 920', 'CRJ900', '109', '10', '16'), 
('American Airlines', '2019-04-17T13:04', '2019-04-17T19:08', '364', '8025', '200', 'AA 1059', 'A300', '381', '15', '16'), 
('Finnair', '2018-10-29T10:38', '2018-10-29T22:20', '702', '2466', '500', 'FA 1208', 'A319', '293', '17', '18'), 
('JetBlue Airways', '2019-12-06T16:50', '2019-12-06T23:02', '372', '1062', '1000', 'B6 792', 'A340', '56', '22', '28'), 
('Norwegian', '2018-09-26T22:47', '2018-09-27T14:06', '919', '3100', '300', 'NW 1096', 'A330', '123', '17', '26'), 
('Frontier Airlines', '2018-02-10T05:42', '2018-02-11T16:28', '2086', '9714', '300', 'F9 1684', 'E-170', '154', '21', '29'), 
('Frontier Airlines', '2018-12-20T03:33', '2018-12-21T20:49', '2476', '854', '200', 'F9 109', 'Boeing 787', '331', '10', '16'), 
('Frontier Airlines', '2018-11-02T05:51', '2018-11-03T17:36', '2145', '4602', '1000', 'F9 1343', 'E-175', '348', '7', '11'), 
('Lufthansa', '2018-11-23T14:32', '2018-11-24T05:44', '912', '7812', '300', 'LH 1710', 'A340', '375', '4', '23'), 
('SAS', '2019-11-15T10:41', '2019-11-15T15:15', '274', '4358', '1000', 'SA 1622', 'A320', '162', '20', '17'), 
('Air Canada', '2019-05-15T16:02', '2019-05-16T03:35', '693', '8367', '500', 'AC 402', 'A320', '126', '13', '26'), 
('Alaska Airlines', '2019-04-19T10:17', '2019-04-20T08:28', '1331', '4820', '1000', 'AS 605', 'CRJ700', '99', '11', '6'), 
('Frontier Airlines', '2019-07-05T05:53', '2019-07-05T14:29', '516', '4387', '500', 'F9 1451', 'Boeing 787', '225', '17', '0'), 
('Alaska Airlines', '2018-09-02T06:15', '2018-09-03T01:16', '1141', '574', '300', 'AS 646', 'A340', '110', '15', '24'), 
('Frontier Airlines', '2018-12-26T20:27', '2018-12-27T02:02', '335', '4786', '500', 'F9 449', 'CRJ705', '150', '23', '25'), 
('Frontier Airlines', '2018-11-24T07:38', '2018-11-25T21:51', '2293', '4582', '1000', 'F9 521', 'A310', '423', '24', '19'), 
('British Airways', '2019-05-14T11:59', '2019-05-14T23:59', '720', '1613', '500', 'BA 135', 'Millennium Falcon', '361', '8', '25'), 
('Frontier Airlines', '2019-06-08T19:54', '2019-06-09T19:56', '1442', '1758', '300', 'F9 399', 'A318', '160', '14', '26'), 
('SAS', '2018-10-05T17:49', '2018-10-06T08:54', '905', '2739', '500', 'SA 1258', 'A319', '485', '9', '15'), 
('JetBlue Airways', '2019-12-23T10:28', '2019-12-24T11:16', '1488', '8681', '200', 'B6 1587', 'A380', '222', '28', '2'), 
('JetBlue Airways', '2018-10-09T07:41', '2018-10-09T22:46', '905', '4570', '300', 'B6 137', 'A330', '300', '21', '19'), 
('Frontier Airlines', '2019-03-17T23:06', '2019-03-17T23:59', '53', '7355', '300', 'F9 1386', 'Boeing 767', '453', '4', '13'), 
('British Airways', '2019-09-19T21:06', '2019-09-20T15:02', '1076', '7173', '500', 'BA 1470', 'E-195', '419', '20', '26'), 
('Norwegian', '2018-09-16T03:57', '2018-09-17T13:26', '2009', '3927', '1000', 'NW 1269', 'A220', '137', '26', '13'), 
('WOW Air', '2019-03-03T02:45', '2019-03-03T22:40', '1195', '5030', '500', 'WA 1873', 'A319', '132', '22', '7'), 
('Frontier Airlines', '2018-05-19T12:53', '2018-05-20T21:23', '1950', '1954', '1000', 'F9 1291', 'A330', '268', '6', '22'), 
('JetBlue Airways', '2019-10-05T08:49', '2019-10-06T22:24', '2255', '8254', '500', 'B6 576', 'Boeing 737', '501', '27', '2'), 
('JetBlue Airways', '2018-11-17T16:31', '2018-11-18T08:06', '935', '4633', '300', 'B6 1076', 'CRJ900', '278', '13', '18'), 
('Alaska Airlines', '2019-06-06T04:30', '2019-06-07T23:03', '2553', '9846', '500', 'AS 1115', 'CRJ705', '273', '8', '5'), 
('Lufthansa', '2018-01-26T16:32', '2018-01-27T22:58', '1826', '5217', '200', 'LH 1494', 'A300', '495', '26', '11'), 
('JetBlue Airways', '2019-05-06T20:10', '2019-05-06T23:24', '194', '9026', '200', 'B6 664', 'A350', '593', '23', '13'), 
('Delta Air Lines', '2019-03-29T10:04', '2019-03-30T16:30', '1826', '1037', '300', 'DL 108', 'CRJ700', '149', '17', '8'), 
('Air Canada', '2019-03-29T14:27', '2019-03-30T02:05', '698', '4096', '300', 'AC 1487', 'A320', '369', '14', '23'), 
('Norwegian', '2018-09-03T23:34', '2018-09-03T24:14', '40', '9246', '500', 'NW 308', 'CRJ705', '313', '13', '19'), 
('Lufthansa', '2018-03-15T17:11', '2018-03-16T15:48', '1357', '8524', '500', 'LH 504', 'A340', '208', '25', '24'), 
('Lufthansa', '2019-09-04T10:08', '2019-09-04T22:30', '742', '3614', '500', 'LH 450', 'Boeing 787', '303', '11', '7'), 
('WOW Air', '2018-10-09T14:46', '2018-10-09T17:08', '142', '5321', '300', 'WA 1365', 'CRJ705', '408', '5', '6'), 
('Alaska Airlines', '2018-06-17T14:28', '2018-06-17T23:19', '531', '3271', '300', 'AS 659', 'A310', '272', '4', '10'), 
('Lufthansa', '2019-07-20T12:42', '2019-07-21T20:26', '1904', '3542', '300', 'LH 310', 'CRJ900', '87', '23', '27'), 
('WOW Air', '2018-04-27T18:08', '2018-04-28T03:43', '575', '502', '500', 'WA 370', 'E-170', '383', '28', '23'), 
('Norwegian', '2018-08-28T05:51', '2018-08-28T13:44', '473', '6445', '1000', 'NW 1349', 'Boeing 767', '364', '19', '6'), 
('British Airways', '2019-02-10T03:24', '2019-02-10T10:10', '406', '3511', '300', 'BA 369', 'A320', '56', '23', '14'), 
('British Airways', '2018-07-04T05:43', '2018-07-04T17:36', '713', '6022', '300', 'BA 398', 'E-190', '225', '17', '19'), 
('JetBlue Airways', '2018-10-08T10:09', '2018-10-09T05:57', '1188', '3304', '500', 'B6 1096', 'A330', '453', '12', '1'), 
('WOW Air', '2018-03-01T08:40', '2018-03-02T08:09', '1409', '1649', '300', 'WA 611', 'Millennium Falcon', '352', '25', '14'), 
('British Airways', '2018-09-01T07:03', '2018-09-02T05:40', '1357', '9810', '300', 'BA 633', 'E-170', '140', '19', '24'), 
('Finnair', '2018-06-16T22:19', '2018-06-16T23:07', '48', '7704', '300', 'FA 1780', 'E-175', '546', '11', '12'), 
('Lufthansa', '2019-04-06T11:43', '2019-04-07T02:28', '885', '9034', '500', 'LH 1603', 'E-175', '540', '20', '24'), 
('SAS', '2019-10-08T21:51', '2019-10-09T23:34', '1543', '5209', '300', 'SA 1829', 'A300', '528', '18', '19'), 
('Finnair', '2018-12-03T03:00', '2018-12-03T11:15', '495', '3730', '300', 'FA 611', 'E-195', '597', '4', '20'), 
('Delta Air Lines', '2018-03-05T03:28', '2018-03-06T11:09', '1901', '6458', '300', 'DL 123', 'A340', '59', '5', '15'), 
('Finnair', '2019-07-24T14:15', '2019-07-24T23:28', '553', '9147', '500', 'FA 374', 'E-175', '385', '2', '3'), 
('Frontier Airlines', '2019-07-14T22:11', '2019-07-15T02:34', '263', '4558', '500', 'F9 1058', 'Boeing 777', '574', '5', '14'), 
('Air Canada', '2019-04-26T16:06', '2019-04-26T22:26', '380', '8062', '500', 'AC 953', 'Millennium Falcon', '331', '11', '22'), 
('Norwegian', '2018-08-13T02:13', '2018-08-14T22:28', '2655', '817', '500', 'NW 1836', 'CRJ900', '565', '11', '22'), 
('Alaska Airlines', '2019-05-19T15:25', '2019-05-20T15:30', '1445', '9551', '300', 'AS 777', 'A321', '343', '13', '9'), 
('Lufthansa', '2019-03-20T21:46', '2019-03-20T23:04', '78', '7910', '500', 'LH 1728', 'Boeing 747', '153', '28', '24'), 
('British Airways', '2018-09-09T07:28', '2018-09-10T18:35', '2107', '2297', '500', 'BA 1251', 'A321', '453', '11', '22'), 
('Lufthansa', '2019-03-29T21:58', '2019-03-29T23:39', '101', '9458', '500', 'LH 488', 'A320', '526', '12', '24'), 
('British Airways', '2019-02-05T23:20', '2019-02-06T15:19', '959', '4373', '300', 'BA 1583', 'CRJ900', '183', '29', '7'), 
('Delta Air Lines', '2018-08-20T12:37', '2018-08-21T10:51', '1334', '6711', '300', 'DL 981', 'A380', '357', '2', '22'), 
('Air Canada', '2018-02-21T11:54', '2018-02-21T13:37', '103', '2818', '500', 'AC 1624', 'E-190', '65', '14', '10'), 
('Alaska Airlines', '2019-03-09T07:31', '2019-03-09T20:50', '799', '6686', '300', 'AS 384', 'Millennium Falcon', '315', '28', '12'), 
('British Airways', '2018-11-25T16:18', '2018-11-26T17:43', '1525', '5619', '500', 'BA 581', 'Boeing 747', '359', '8', '17'), 
('American Airlines', '2018-08-14T09:56', '2018-08-15T16:37', '1841', '1020', '200', 'AA 1627', 'CRJ700', '430', '13', '19'), 
('Air Canada', '2018-01-08T07:54', '2018-01-09T16:27', '1953', '7554', '300', 'AC 960', 'A320', '106', '4', '29'), 
('Norwegian', '2019-04-01T10:49', '2019-04-01T20:27', '578', '6238', '300', 'NW 1662', 'CRJ900', '394', '20', '26'), 
('Air Canada', '2019-07-28T22:02', '2019-07-28T24:37', '155', '8936', '500', 'AC 1240', 'SR-71 Blackbird', '359', '24', '6'), 
('SAS', '2019-08-24T03:12', '2019-08-25T22:57', '2625', '7705', '300', 'SA 773', 'Boeing 737', '59', '25', '9'), 
('Delta Air Lines', '2019-05-28T02:38', '2019-05-28T22:38', '1200', '9528', '500', 'DL 1785', 'CRJ900', '390', '13', '19'), 
('Alaska Airlines', '2018-03-28T14:22', '2018-03-28T23:24', '542', '861', '300', 'AS 852', 'A300', '348', '26', '3'), 
('WOW Air', '2019-05-26T12:28', '2019-05-26T17:20', '292', '7392', '300', 'WA 1201', 'A320', '281', '8', '27'), 
('British Airways', '2019-06-12T14:19', '2019-06-13T14:36', '1457', '7359', '200', 'BA 167', 'A380', '433', '8', '17'), 
('Alaska Airlines', '2019-02-29T22:11', '2019-02-30T04:05', '354', '5158', '300', 'AS 1721', 'Millennium Falcon', '184', '5', '21'), 
('Alaska Airlines', '2018-07-23T06:32', '2018-07-24T13:20', '1848', '8915', '500', 'AS 126', 'Boeing 747', '125', '3', '7'), 
('Air Canada', '2018-02-26T12:04', '2018-02-26T20:19', '495', '3419', '500', 'AC 1401', 'Boeing 767', '353', '17', '16'), 
('Finnair', '2019-12-10T09:43', '2019-12-10T20:31', '648', '7352', '1000', 'FA 1621', 'A300', '478', '19', '8'), 
('Norwegian', '2018-01-02T21:34', '2018-01-03T18:58', '1284', '2700', '200', 'NW 263', 'A380', '381', '12', '16'), 
('SAS', '2019-04-21T21:49', '2019-04-22T11:02', '793', '1519', '300', 'SA 1404', 'Boeing 767', '367', '25', '7'), 
('Norwegian', '2018-08-08T10:25', '2018-08-08T14:38', '253', '6709', '500', 'NW 1439', 'Boeing 787', '309', '5', '7'), 
('Delta Air Lines', '2018-11-19T22:02', '2018-11-20T03:53', '351', '9297', '1000', 'DL 515', 'A330', '201', '9', '2'), 
('Finnair', '2019-05-12T15:13', '2019-05-12T18:24', '191', '6752', '1000', 'FA 1463', 'E-190', '453', '8', '5'), 
('American Airlines', '2018-04-04T14:35', '2018-04-05T15:04', '1469', '1438', '200', 'AA 377', 'Millennium Falcon', '71', '2', '4'), 
('Air Canada', '2019-07-09T18:20', '2019-07-10T11:32', '1032', '5214', '300', 'AC 1053', 'E-190', '324', '7', '24'), 
('Frontier Airlines', '2019-02-07T03:45', '2019-02-07T11:13', '448', '5159', '200', 'F9 1238', 'Boeing 767', '230', '16', '12'), 
('Lufthansa', '2018-07-29T03:09', '2018-07-29T05:17', '128', '9166', '300', 'LH 1592', 'E-170', '88', '27', '25'), 
('Air Canada', '2019-11-03T07:19', '2019-11-04T07:54', '1475', '1258', '300', 'AC 911', 'CRJ900', '472', '1', '7'), 
('Norwegian', '2019-06-30T03:08', '2019-06-31T10:52', '1904', '3221', '500', 'NW 1558', 'A380', '472', '11', '25'), 
('JetBlue Airways', '2018-01-13T17:42', '2018-01-14T23:51', '1809', '973', '300', 'B6 1935', 'E-170', '155', '20', '11'), 
('Air Canada', '2019-10-26T04:36', '2019-10-27T20:08', '2372', '6673', '300', 'AC 182', 'A220', '508', '10', '21'), 
('Lufthansa', '2018-09-17T13:31', '2018-09-17T18:13', '282', '571', '500', 'LH 1054', 'A350', '492', '7', '17'), 
('Lufthansa', '2019-07-09T07:47', '2019-07-10T12:39', '1732', '7356', '500', 'LH 275', 'SR-71 Blackbird', '56', '23', '21'), 
('JetBlue Airways', '2018-06-14T15:45', '2018-06-15T03:06', '681', '9830', '1000', 'B6 1486', 'Boeing 737', '452', '2', '15'), 
('WOW Air', '2019-04-04T12:34', '2019-04-05T09:48', '1274', '1028', '500', 'WA 1596', 'SR-71 Blackbird', '438', '5', '27'), 
('Air Canada', '2019-11-09T17:42', '2019-11-10T03:25', '583', '5370', '300', 'AC 1713', 'A318', '553', '18', '26'), 
('Norwegian', '2019-04-06T20:18', '2019-04-07T20:50', '1472', '8614', '500', 'NW 647', 'Boeing 777', '509', '16', '21'), 
('Frontier Airlines', '2019-07-22T16:16', '2019-07-23T18:40', '1584', '7557', '500', 'F9 1554', 'A350', '270', '12', '25'), 
('British Airways', '2019-04-08T12:23', '2019-04-08T18:36', '373', '4345', '200', 'BA 354', 'SR-71 Blackbird', '295', '2', '14'), 
('Frontier Airlines', '2018-08-05T16:26', '2018-08-06T05:38', '792', '6789', '300', 'F9 279', 'SR-71 Blackbird', '93', '7', '12'), 
('Lufthansa', '2018-07-14T06:53', '2018-07-15T23:32', '2439', '5063', '200', 'LH 1401', 'A380', '63', '21', '15'), 
('Lufthansa', '2018-01-05T15:48', '2018-01-06T12:41', '1253', '8117', '300', 'LH 1036', 'Boeing 767', '403', '15', '21'), 
('Frontier Airlines', '2019-07-16T07:17', '2019-07-17T18:04', '2087', '9654', '300', 'F9 1148', 'A350', '91', '18', '20'), 
('Alaska Airlines', '2018-07-07T00:18', '2018-07-08T16:33', '2415', '8776', '500', 'AS 490', 'A319', '481', '15', '22'), 
('SAS', '2019-03-28T13:22', '2019-03-29T13:44', '1462', '7425', '500', 'SA 1348', 'Boeing 737', '324', '9', '29'), 
('Lufthansa', '2019-04-21T11:54', '2019-04-21T14:50', '176', '7410', '300', 'LH 574', 'A318', '560', '18', '13'), 
('Finnair', '2018-08-13T19:24', '2018-08-13T23:14', '230', '1291', '200', 'FA 276', 'E-190', '240', '24', '6'), 
('Lufthansa', '2019-02-20T22:17', '2019-02-21T05:11', '414', '8273', '1000', 'LH 719', 'Boeing 747', '407', '7', '17'), 
('British Airways', '2018-04-13T01:27', '2018-04-13T11:15', '588', '5576', '1000', 'BA 1838', 'CRJ900', '263', '21', '7'), 
('Lufthansa', '2019-03-08T06:10', '2019-03-09T15:03', '1973', '9867', '1000', 'LH 895', 'A350', '527', '4', '28'), 
('British Airways', '2019-04-02T11:41', '2019-04-02T18:54', '433', '2546', '300', 'BA 951', 'CRJ700', '78', '3', '4'), 
('British Airways', '2019-04-29T08:47', '2019-04-30T06:12', '1285', '3566', '1000', 'BA 848', 'CRJ900', '250', '22', '23'), 
('Lufthansa', '2018-12-22T13:58', '2018-12-23T12:05', '1327', '8017', '500', 'LH 183', 'Boeing 767', '59', '22', '16'), 
('British Airways', '2019-07-02T15:16', '2019-07-03T07:20', '964', '1192', '500', 'BA 1026', 'E-195', '413', '26', '4'), 
('WOW Air', '2018-02-16T01:45', '2018-02-16T23:56', '1331', '6218', '500', 'WA 244', 'Boeing 787', '454', '14', '15'), 
('British Airways', '2019-02-13T14:54', '2019-02-13T19:10', '256', '4923', '1000', 'BA 1939', 'A350', '436', '25', '12'), 
('Air Canada', '2019-02-20T05:56', '2019-02-20T11:42', '346', '6043', '300', 'AC 1035', 'A321', '357', '6', '8'), 
('British Airways', '2018-07-11T14:21', '2018-07-12T15:31', '1510', '5327', '500', 'BA 1976', 'A380', '329', '23', '9'), 
('Finnair', '2019-04-06T20:52', '2019-04-06T22:38', '106', '2717', '1000', 'FA 1725', 'E-195', '397', '28', '24'), 
('Finnair', '2018-05-29T09:56', '2018-05-30T02:50', '1014', '2370', '1000', 'FA 961', 'A321', '473', '7', '8'), 
('SAS', '2019-04-28T07:29', '2019-04-29T15:30', '1921', '8781', '200', 'SA 669', 'A320', '553', '1', '10'), 
('American Airlines', '2018-11-17T17:09', '2018-11-17T23:14', '365', '5189', '300', 'AA 1269', 'A320', '451', '15', '9'), 
('Lufthansa', '2018-10-07T16:48', '2018-10-07T22:55', '367', '4361', '500', 'LH 1150', 'E-190', '286', '21', '2'), 
('Alaska Airlines', '2018-10-17T07:25', '2018-10-17T12:27', '302', '7182', '1000', 'AS 136', 'CRJ705', '575', '12', '1'), 
('JetBlue Airways', '2018-04-09T01:51', '2018-04-10T18:27', '2436', '1309', '200', 'B6 1086', 'E-190', '495', '26', '28'), 
('Norwegian', '2019-05-12T04:38', '2019-05-13T11:01', '1823', '2813', '200', 'NW 271', 'A220', '230', '18', '7'), 
('Norwegian', '2019-07-26T14:15', '2019-07-27T09:27', '1152', '5163', '500', 'NW 118', 'A318', '534', '9', '3'), 
('JetBlue Airways', '2018-08-05T00:05', '2018-08-05T07:08', '423', '754', '500', 'B6 1896', 'A319', '244', '6', '1'), 
('WOW Air', '2018-03-14T05:31', '2018-03-15T06:39', '1508', '2801', '500', 'WA 1103', 'A330', '408', '7', '28'), 
('Norwegian', '2018-01-19T13:23', '2018-01-20T03:22', '839', '1607', '300', 'NW 142', 'A380', '138', '18', '27'), 
('Frontier Airlines', '2019-04-27T20:07', '2019-04-28T07:44', '697', '8168', '500', 'F9 1382', 'A321', '256', '7', '10'), 
('Air Canada', '2019-07-20T14:25', '2019-07-20T21:48', '443', '1264', '500', 'AC 196', 'A220', '355', '6', '15'), 
('British Airways', '2019-12-19T08:36', '2019-12-20T23:50', '2354', '4767', '1000', 'BA 924', 'E-170', '374', '2', '23'), 
('American Airlines', '2018-02-11T01:31', '2018-02-12T08:12', '1841', '7078', '200', 'AA 1624', 'CRJ700', '122', '11', '17'), 
('JetBlue Airways', '2018-04-24T13:25', '2018-04-24T18:18', '293', '925', '1000', 'B6 926', 'Boeing 737', '97', '19', '20'), 
('Alaska Airlines', '2019-11-14T15:34', '2019-11-15T17:06', '1532', '9248', '500', 'AS 1489', 'A330', '540', '4', '2'), 
('Air Canada', '2019-08-07T20:00', '2019-08-07T22:14', '134', '4662', '1000', 'AC 1129', 'E-170', '326', '5', '12'), 
